Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1051,07-02-2024,09-02-2024,CUST998,Meagan Wilson,Home Office,PROD3304,Snacks,Grocery,West,Indiana,Gutierrezville,10,4382,15,37247,22683.67,14563.33,Credit Card,Delivered,Hensley LLC,laurabyrd@ramirez.com,8,Yes,41
ORD1052,05-10-2024,12-10-2024,CUST763,Taylor Gardner,Home Office,PROD6156,Headphones,Electronics,West,Michigan,Guerreroside,2,2666,20,4265.6,3605.39,660.21,Credit Card,Cancelled,"Rogers, Moreno and Johnson",matthewortiz@sutton-moore.com,42,No,0
ORD1053,26-10-2024,02-11-2024,CUST399,Danielle Hawkins,Home Office,PROD3340,Snacks,Grocery,East,Rhode Island,West Mark,9,2839,0,25551,16414.5,9136.5,Cash,Cancelled,Yang LLC,michaelpaul@mitchell-conner.com,15,No,0
ORD1054,13-06-2024,20-06-2024,CUST136,Lisa Cox,Corporate,PROD1258,Rice Bag,Grocery,East,Alabama,East Meghanville,2,3857,0,7714,4965.75,2748.25,Credit Card,Pending,"Clements, Franklin and Huffman",dking@holland-gibson.com,16,No,0
ORD1055,25-11-2024,02-12-2024,CUST167,Thomas Rivera,Home Office,PROD4271,Study Table,Furniture,North,Wyoming,Lake Rebeccamouth,10,3610,10,32490,26406.86,6083.14,Credit Card,Pending,"Scott, Morales and Gray",michellegreen@jackson-parks.info,7,Yes,25
ORD1056,17-12-2023,19-12-2023,CUST206,Kelly Cardenas,Home Office,PROD2810,Bookshelf,Furniture,West,Montana,Adrianashire,5,4805,15,20421.25,12999.3,7421.95,UPI,Cancelled,"Hopkins, Hampton and Gray",mccarthytheresa@williams.net,5,Yes,47
ORD1057,29-12-2023,03-01-2024,CUST542,Logan Wade,Consumer,PROD3675,Monitor,Electronics,South,South Dakota,South Sandyland,10,2919,0,29190,21598.69,7591.31,Cash,Returned,Rose LLC,matthew17@smith.com,17,No,0
ORD1058,23-02-2025,25-02-2025,CUST635,David Smith MD,Home Office,PROD2803,Sofa,Furniture,West,Georgia,South Tiffany,2,1200,15,2040,1825.12,214.88,Net Banking,Cancelled,"Smith, Barker and Francis",khankevin@baird.com,27,No,0
ORD1059,04-10-2025,11-10-2025,CUST894,Brittany Thompson,Consumer,PROD2950,Calculator,Office Supplies,North,Montana,East Brandon,2,2847,5,5409.3,4664.65,744.65,Cash,Pending,Jones-Park,smithbenjamin@ross.net,19,No,0
ORD1060,21-11-2023,22-11-2023,CUST808,Jason Dean,Corporate,PROD2433,Cooking Oil,Grocery,West,Alabama,South Catherine,3,2034,0,6102,4402.46,1699.54,UPI,Cancelled,Roberts Group,angela72@tanner-brady.com,46,No,0
ORD1061,23-12-2023,27-12-2023,CUST619,Brandon Stewart,Home Office,PROD5356,Notebook,Office Supplies,West,North Carolina,East Bradley,4,3024,5,11491.2,10291.79,1199.41,Credit Card,Pending,Lane Inc,anne51@fox-ruiz.com,33,No,0
ORD1062,19-09-2024,23-09-2024,CUST133,Jimmy Gallegos,Home Office,PROD1183,Sofa,Furniture,North,Illinois,Lake Alexisside,7,4880,20,27328,23214.17,4113.83,Net Banking,Returned,"Holland, Johnson and Thompson",manuelclark@mendoza.com,11,No,0
ORD1063,10-08-2025,14-08-2025,CUST280,Andrea Ibarra,Corporate,PROD3099,Cooking Oil,Grocery,East,Florida,Padillafurt,8,3801,0,30408,24163.06,6244.94,UPI,Delivered,"Smith, Perez and Patel",caitlingraham@everett.info,21,No,0
ORD1064,09-03-2025,13-03-2025,CUST638,George Weeks,Home Office,PROD6931,Monitor,Electronics,South,Missouri,New Tiffanyville,6,1085,5,6184.5,5185.28,999.22,Cash,Cancelled,Kim-Flores,amy69@winters.com,40,No,0
ORD1065,02-06-2024,03-06-2024,CUST897,Jennifer Mullen,Consumer,PROD2694,Study Table,Furniture,East,Michigan,Smithchester,3,110,20,264,164.55,99.45,Net Banking,Delivered,Smith-Diaz,mckinneyamy@jackson.com,15,No,0
ORD1066,20-01-2025,24-01-2025,CUST462,Andrew Wright,Home Office,PROD5824,Sofa,Furniture,North,Wisconsin,Lewisport,8,3844,15,26139.2,17382.09,8757.11,UPI,Pending,Sandoval-Knapp,ujones@medina-hall.com,19,No,0
ORD1067,13-06-2024,18-06-2024,CUST663,Brittney Lewis,Consumer,PROD1403,Snacks,Grocery,West,Missouri,Port Jason,5,3930,20,15720,12217.39,3502.61,Net Banking,Delivered,Alvarez Group,ian47@jenkins-bennett.com,17,No,0
ORD1068,25-12-2023,01-01-2024,CUST950,Jennifer Clarke,Corporate,PROD4897,Stapler,Office Supplies,West,North Carolina,New Carl,8,2111,10,15199.2,10029.27,5169.93,Credit Card,Cancelled,"Padilla, Wong and Becker",jeremykennedy@ross.com,22,No,0
ORD1069,05-05-2024,10-05-2024,CUST589,Tammie Ramirez,Consumer,PROD6922,Stapler,Office Supplies,North,Missouri,West Shawn,5,1796,0,8980,6426.88,2553.12,UPI,Cancelled,Flores-Myers,megan79@jones.info,22,No,0
ORD1070,06-03-2024,12-03-2024,CUST245,Michael Kelly,Consumer,PROD2440,Monitor,Electronics,East,Wisconsin,Petersberg,1,2934,20,2347.2,1812.62,534.58,UPI,Returned,Burton Group,rnorman@murray.biz,43,No,0
ORD1071,01-08-2024,06-08-2024,CUST310,Beth Lopez,Corporate,PROD2254,Cooking Oil,Grocery,East,New Mexico,Raymondberg,3,1649,0,4947,4013.51,933.49,Net Banking,Pending,Malone Inc,diane62@jenkins.org,17,No,0
ORD1072,22-03-2024,25-03-2024,CUST749,Brittany Hernandez,Consumer,PROD4714,Dining Table,Furniture,West,North Carolina,Morgantown,8,1447,5,10997.2,8652.52,2344.68,Cash,Pending,Frank Group,denise55@wright.com,2,Yes,45
ORD1073,26-10-2023,30-10-2023,CUST372,Chelsea Wagner,Consumer,PROD7156,Study Table,Furniture,North,Illinois,Lake Lisa,4,2159,10,7772.4,6984.87,787.53,UPI,Pending,Kelley and Sons,richardsapril@barton.com,38,No,0
ORD1074,22-11-2023,29-11-2023,CUST335,Kathleen Howard,Consumer,PROD6088,Bookshelf,Furniture,East,Montana,Arthurhaven,1,1823,0,1823,1389.15,433.85,Credit Card,Delivered,Key Ltd,danny96@webster-gray.net,43,No,0
ORD1075,05-11-2024,07-11-2024,CUST676,Ashley Hinton,Corporate,PROD9484,File Folder,Office Supplies,South,North Carolina,Michaelfurt,10,3175,10,28575,17703.29,10871.71,UPI,Delivered,"Moore, Miller and Ray",moodyhannah@brown-davies.com,16,No,0
ORD1076,18-12-2023,25-12-2023,CUST111,Kendra Kelly,Home Office,PROD6720,Notebook,Office Supplies,West,Pennsylvania,Vancemouth,10,2473,20,19784,12911.85,6872.15,Cash,Delivered,Trevino-Carlson,jordanjoseph@bradley.com,37,No,0
ORD1077,15-04-2024,20-04-2024,CUST864,Emily Ross,Consumer,PROD1579,File Folder,Office Supplies,East,Nevada,Vincentmouth,6,542,5,3089.4,2712.24,377.16,Credit Card,Delivered,"Garcia, Greene and Farmer",ycarlson@thomas.com,40,No,0
ORD1078,29-09-2024,30-09-2024,CUST391,Vincent Freeman,Home Office,PROD3341,Laptop,Electronics,South,Connecticut,Marytown,10,1864,10,16776,13831.22,2944.78,Credit Card,Returned,"Knight, Clark and Miller",mooremaria@huang-fisher.com,44,No,0
ORD1079,23-03-2024,28-03-2024,CUST492,Audrey Berry,Consumer,PROD4472,Mouse,Electronics,East,Connecticut,West Walterbury,6,4218,15,21511.8,14583.9,6927.9,UPI,Cancelled,Cole Group,james15@ross.com,44,No,0
ORD1080,21-04-2024,27-04-2024,CUST781,Andrea Taylor,Home Office,PROD4832,Juice Pack,Grocery,East,New Mexico,East Madeline,7,4638,20,25972.8,17678.51,8294.29,Credit Card,Returned,"Newton, Andrews and Bradford",kellijohnson@banks-davis.info,19,No,0
ORD1081,19-08-2024,21-08-2024,CUST981,Kristine Golden,Home Office,PROD1059,Bookshelf,Furniture,South,Wisconsin,Christineville,6,2019,5,11508.3,7488.79,4019.51,Net Banking,Returned,Freeman and Sons,wendy81@hunt-johnson.com,20,No,0
ORD1082,25-04-2024,01-05-2024,CUST196,Aaron Morris,Consumer,PROD2400,Keyboard,Electronics,West,Louisiana,Gonzalezfort,2,1254,20,2006.4,1238.18,768.22,UPI,Cancelled,Jackson Inc,rwalters@rodriguez.biz,48,No,0
ORD1083,15-01-2025,22-01-2025,CUST411,Steven Rivas,Home Office,PROD3933,Notebook,Office Supplies,South,Louisiana,Aaronmouth,2,1595,10,2871,2414.09,456.91,Net Banking,Delivered,White Ltd,diazmichelle@jefferson.net,33,No,0
ORD1084,12-02-2024,19-02-2024,CUST557,Mr. Daniel Anderson,Consumer,PROD7516,Sugar,Grocery,West,Massachusetts,Brittanymouth,10,2131,5,20244.5,14143.53,6100.97,Cash,Cancelled,Morris-Ramos,thomasgregory@hughes.org,14,No,0
ORD1085,07-02-2025,13-02-2025,CUST734,Diana Moreno,Corporate,PROD6496,Monitor,Electronics,South,Arkansas,Mitchellshire,5,3527,10,15871.5,13757.49,2114.01,Cash,Cancelled,"Warren, Jackson and Marshall",twalker@smith.com,26,No,0
ORD1086,08-11-2024,10-11-2024,CUST297,Alicia Fox MD,Home Office,PROD9687,Dining Table,Furniture,West,Nevada,Angelaport,4,2318,5,8808.4,7626.32,1182.08,Cash,Cancelled,"Howell, Miles and Evans",anthony32@gonzalez.com,44,No,0
ORD1087,13-04-2025,14-04-2025,CUST740,Phillip Murray,Consumer,PROD1191,Pen,Office Supplies,East,Michigan,Jonathantown,5,3141,10,14134.5,12183.59,1950.91,Credit Card,Delivered,Osborne and Sons,todd61@dodson.com,14,No,0
ORD1088,09-07-2024,14-07-2024,CUST606,Kevin Lee,Home Office,PROD8739,Sofa,Furniture,East,Michigan,Heidistad,4,2179,20,6972.8,4734.23,2238.57,Credit Card,Delivered,Hampton-Hood,lawsonlaura@roy.net,48,No,0
ORD1089,11-11-2023,17-11-2023,CUST319,Randy Carter,Corporate,PROD5661,Stapler,Office Supplies,East,Hawaii,West Stanleyfort,3,155,10,418.5,308.3,110.2,UPI,Pending,Grimes-Mendez,lschneider@jones-espinoza.net,41,No,0
ORD1090,11-12-2023,16-12-2023,CUST123,Kevin Gonzalez,Consumer,PROD8760,Stapler,Office Supplies,East,Vermont,South Elizabethville,5,1264,10,5688,4291.31,1396.69,Net Banking,Returned,Hartman-Ellis,chandlermichael@gross-orozco.info,48,No,0
ORD1091,19-07-2025,20-07-2025,CUST530,Christina Wallace,Corporate,PROD3344,Sugar,Grocery,North,Maryland,East Eduardoville,1,1468,15,1247.8,769.91,477.89,Net Banking,Returned,"Simmons, King and Reynolds",adkinsbenjamin@jensen.info,11,No,0
ORD1092,17-04-2024,22-04-2024,CUST956,Brooke Rice,Corporate,PROD2423,Headphones,Electronics,South,Kansas,Lake Molly,4,4265,5,16207,10098.75,6108.25,UPI,Delivered,Patel Ltd,maryrandall@cross.com,10,No,0
ORD1093,14-06-2024,21-06-2024,CUST696,Jennifer Levy,Corporate,PROD4742,Pen,Office Supplies,South,Wisconsin,North Lisa,10,2384,15,20264,12816.47,7447.53,Cash,Pending,Campbell-West,qboone@medina-harris.com,42,No,0
ORD1094,30-11-2024,07-12-2024,CUST662,Jeremy Rodriguez,Consumer,PROD1238,Notebook,Office Supplies,East,Oklahoma,Toddstad,4,780,20,2496,1612.11,883.89,Cash,Returned,"Small, Taylor and Tate",jennifer98@bowers.com,38,No,0
ORD1095,28-08-2024,30-08-2024,CUST383,Thomas Roach,Corporate,PROD2726,Monitor,Electronics,West,Iowa,Robinhaven,6,4274,5,24361.8,17508.87,6852.93,Credit Card,Cancelled,"Lee, Richardson and Thompson",jallen@rodriguez-fields.info,6,Yes,37
ORD1096,31-08-2025,03-09-2025,CUST825,Joseph Ochoa,Corporate,PROD4069,Bookshelf,Furniture,South,Montana,North Heatherside,3,4675,20,11220,7788.57,3431.43,Net Banking,Delivered,Porter Inc,keith08@peterson.com,11,No,0
ORD1097,15-10-2024,21-10-2024,CUST295,Kristie Nelson,Home Office,PROD3020,Snacks,Grocery,East,New York,Lake Jenniferchester,5,2819,0,14095,12548.38,1546.62,UPI,Returned,Alexander-Hernandez,jamesharris@adams.net,26,No,0
ORD1098,13-01-2024,16-01-2024,CUST152,Jennifer Thompson,Consumer,PROD8513,Study Table,Furniture,West,Alabama,Willisstad,1,195,10,175.5,132.18,43.32,Cash,Cancelled,Riley-Nguyen,millerjason@thompson.com,31,No,0
ORD1099,29-08-2024,04-09-2024,CUST369,Rebecca Carter,Home Office,PROD4778,Monitor,Electronics,North,Missouri,Donaldport,2,360,20,576,453.52,122.48,Credit Card,Cancelled,Stevenson PLC,glennbrian@hart.org,4,Yes,22
ORD1100,04-03-2024,10-03-2024,CUST896,Jonathan Hicks,Corporate,PROD9017,Keyboard,Electronics,West,Delaware,Roberthaven,8,697,10,5018.4,3351.24,1667.16,Net Banking,Cancelled,Chen LLC,carlarichards@curry.org,40,No,0
ORD1101,04-12-2023,06-12-2023,CUST242,Cheryl Ferguson,Corporate,PROD6833,File Folder,Office Supplies,West,Nebraska,North Josephhaven,5,727,5,3453.25,2770.58,682.67,Credit Card,Cancelled,"Watts, Smith and Nguyen",stephanie06@adams.com,32,No,0
ORD1102,04-09-2025,11-09-2025,CUST869,Christopher Owens,Consumer,PROD6898,Sugar,Grocery,South,Montana,Sherylborough,2,1143,20,1828.8,1512.74,316.06,Net Banking,Returned,"Goodwin, Grant and Johnson",elizabeth08@dickerson-cherry.com,20,No,0
ORD1103,09-06-2025,10-06-2025,CUST910,Heather Johnson,Consumer,PROD9463,Study Table,Furniture,South,Oklahoma,Johnnyburgh,4,3013,20,9641.6,8429.35,1212.25,Net Banking,Returned,Walker-Rhodes,brittany83@morrison.com,15,No,0
ORD1104,22-08-2024,27-08-2024,CUST616,Melissa Morris,Corporate,PROD8594,Keyboard,Electronics,North,Rhode Island,East Justin,1,3467,20,2773.6,2154.07,619.53,Cash,Returned,Williams-Anderson,garythomas@cooper.org,5,Yes,31
